Orthogroup	CGC2	N2	AF16	QX1410	CGC2_counts	AF16_counts	QX1410_counts	class	CGC2_chrom	CGC2_start	CGC2_end	CGC2_strand	AF16_chrom	AF16_start	AF16_end	AF16_strand	QX1410_chrom	QX1410_start	QX1410_end	QX1410_strand
OG0000176	g19859.t1	Transcript_C25A11.4a.1, Transcript_C25A11.4a.2, Transcript_C25A11.4a.3, Transcript_C25A11.4a.4, Transcript_C25A11.4b.1, Transcript_C25A11.4c.1, Transcript_C25A11.4d.1, Transcript_C25A11.4e.1, Transcript_C25A11.4f.1, Transcript_C25A11.4g.1, Transcript_C25A11.4h.1, Transcript_C25A11.4i.1, Transcript_C25A11.4j.1, Transcript_C25A11.4k.1, Transcript_C25A11.4l.1, Transcript_C25A11.4m.1	Transcript_CBG00187.1	transcript_QX1410.18727.18	1	1	1	COMPLETE	X	15115666	15146297	-	X	14743666	14775575	-	X	14951121	14981928	-
OG0000184	g928.t8	Transcript_W03F11.6a.1, Transcript_W03F11.6b.1, Transcript_W03F11.6c.1, Transcript_W03F11.6d.1, Transcript_W03F11.6e.1, Transcript_W03F11.6f.1, Transcript_W03F11.6g.1, Transcript_W03F11.6h.1, Transcript_W03F11.6i.1, Transcript_W03F11.6j.1, Transcript_W03F11.6k.1, Transcript_W03F11.6l.1, Transcript_W03F11.6m.1, Transcript_W03F11.6n.1, Transcript_W03F11.6o.1	Transcript_CBG03894b.1	transcript_QX1410.28061.6	1	1	1	COMPLETE	I	5033923	5048300	-	I	5076406	5081920	-	I	5062685	5077453	-
OG0000185	g4090.t2	Transcript_F18A1.3a.1, Transcript_F18A1.3b.1, Transcript_F18A1.3c.1, Transcript_F18A1.3d.1, Transcript_F18A1.3e.1, Transcript_F18A1.3f.1, Transcript_F18A1.3g.1, Transcript_F18A1.3h.1, Transcript_F18A1.3h.2, Transcript_F18A1.3i.1, Transcript_F18A1.3j.1, Transcript_F18A1.3k.1, Transcript_F18A1.3l.1, Transcript_F18A1.3m.1, Transcript_F18A1.3n.1	Transcript_CBG13028.1	transcript_QX1410.11165.1	1	1	1	COMPLETE	II	6126533	6136426	-	II	6261253	6271325	-	II	6091851	6101927	-
OG0000193	g15522.t1	Transcript_W06H8.8a.1, Transcript_W06H8.8a.2, Transcript_W06H8.8b.1, Transcript_W06H8.8c.1, Transcript_W06H8.8d.1, Transcript_W06H8.8e.1, Transcript_W06H8.8f.1, Transcript_W06H8.8g.1, Transcript_W06H8.8h.1, Transcript_W06H8.8i.1, Transcript_W06H8.8j.1, Transcript_W06H8.8k.1, Transcript_W06H8.8l.1, Transcript_W06H8.8m.1, Transcript_W06H8.8n.1	Transcript_CBG09247b.1	transcript_QX1410.25260.6	1	1	1	COMPLETE	V	12330230	12341323	-	V	11860900	11937724	-	V	12010869	12137207	-
OG0000194	g15989.t1	Transcript_R07B5.9a.1, Transcript_R07B5.9a.2, Transcript_R07B5.9b.1, Transcript_R07B5.9b.2, Transcript_R07B5.9c.1, Transcript_R07B5.9d.1, Transcript_R07B5.9f.1, Transcript_R07B5.9g.1, Transcript_R07B5.9h.1, Transcript_R07B5.9i.1, Transcript_R07B5.9j.1, Transcript_R07B5.9j.2, Transcript_R07B5.9k.1, Transcript_R07B5.9k.2, Transcript_R07B5.9k.3	Transcript_CBG19389.1	transcript_QX1410.25737.1	1	1	1	COMPLETE	V	14222766	14236914	-	V	13877662	13883541	-	V	14025333	14040480	-
OG0000202	g16394.t2	Transcript_K08H10.1b.1, Transcript_K08H10.1c.1, Transcript_K08H10.1d.1, Transcript_K08H10.1f.1, Transcript_K08H10.1i.1, Transcript_K08H10.1j.1, Transcript_K08H10.1k.1, Transcript_K08H10.1l.1, Transcript_K08H10.1p.1, Transcript_K08H10.1q.1, Transcript_K08H10.1r.1, Transcript_K08H10.1s.1, Transcript_K08H10.1t.1, Transcript_K08H10.1u.1	Transcript_CBG04830b.1	transcript_QX1410.26014.1	1	1	1	COMPLETE	V	15661332	15666295	+	V	15395867	15415310	+	V	15033087	15038446	-
OG0000207	g807.t1	Transcript_F33D11.9a.1, Transcript_F33D11.9a.2, Transcript_F33D11.9a.3, Transcript_F33D11.9a.4, Transcript_F33D11.9a.5, Transcript_F33D11.9b.1, Transcript_F33D11.9c.1, Transcript_F33D11.9d.1, Transcript_F33D11.9e.1, Transcript_F33D11.9f.1, Transcript_F33D11.9g.1, Transcript_F33D11.9h.1, Transcript_F33D11.9i.1, Transcript_F33D11.9j.1	Transcript_CBG31364.1	transcript_QX1410.14077.2	1	1	1	COMPLETE	I	4496157	4499799	-	I	4525453	4529197	-	I	4525212	4528994	-
OG0000217	g7253.t1	Transcript_T21C12.1b.1, Transcript_T21C12.1c.1, Transcript_T21C12.1c.2, Transcript_T21C12.1d.1, Transcript_T21C12.1e.1, Transcript_T21C12.1f.1, Transcript_T21C12.1h.1, Transcript_T21C12.1i.1, Transcript_T21C12.1j.1, Transcript_T21C12.1k.1, Transcript_T21C12.1l.1, Transcript_T21C12.1m.1, Transcript_T21C12.1n.1, Transcript_T21C12.1o.1	Transcript_CBG18364b.1	transcript_QX1410.34701.4	1	1	1	COMPLETE	III	5194503	5208609	+	III	5042163	5057454	+	III	5172911	5187390	+
OG0000220	g10313.t2	Transcript_F26D12.1a.1, Transcript_F26D12.1b.1, Transcript_F26D12.1e.1, Transcript_F26D12.1f.1, Transcript_F26D12.1g.1, Transcript_F26D12.1h.1, Transcript_F26D12.1i.1, Transcript_F26D12.1j.1, Transcript_F26D12.1k.1, Transcript_F26D12.1l.1, Transcript_F26D12.1m.1, Transcript_F26D12.1n.1, Transcript_F26D12.1o.1, Transcript_F26D12.1p.1	Transcript_CBG19911a.1	transcript_QX1410.42061.3	1	1	1	COMPLETE	IV	6189014	6198172	+	IV	6074433	6102346	+	IV	5960618	5988513	+
OG0000221	g11241.t1	Transcript_ZK897.1a.1, Transcript_ZK897.1b.1, Transcript_ZK897.1c.1, Transcript_ZK897.1h.1, Transcript_ZK897.1i.1, Transcript_ZK897.1j.1, Transcript_ZK897.1k.1, Transcript_ZK897.1l.1, Transcript_ZK897.1m.1, Transcript_ZK897.1n.1, Transcript_ZK897.1o.1, Transcript_ZK897.1p.1, Transcript_ZK897.1q.1, Transcript_ZK897.1r.1	Transcript_CBG22310f.1	transcript_QX1410.6121.18	1	1	1	COMPLETE	IV	10129739	10140471	+	IV	10206429	10217161	+	IV	9940377	9951589	+
OG0000224	g17998.t2	Transcript_T02C5.5b.1, Transcript_T02C5.5c.1, Transcript_T02C5.5f.1, Transcript_T02C5.5g.1, Transcript_T02C5.5h.1, Transcript_T02C5.5i.1, Transcript_T02C5.5j.1, Transcript_T02C5.5k.1, Transcript_T02C5.5l.1, Transcript_T02C5.5m.1, Transcript_T02C5.5n.1, Transcript_T02C5.5o.1, Transcript_T02C5.5p.1, Transcript_T02C5.5q.1	Transcript_CBG02059g.1	transcript_QX1410.37623.6	1	1	1	COMPLETE	X	4159556	4178429	+	X	4022883	4078424	+	X	4125969	4151179	+
OG0000225	g18763.t1	Transcript_F45B8.1.1, Transcript_F45B8.2.1, Transcript_F52D2.2.1, Transcript_F56B6.2a.1, Transcript_F56B6.2b.1, Transcript_F56B6.2c.1, Transcript_F56B6.2e.1, Transcript_F56B6.2f.1, Transcript_F56B6.2g.1, Transcript_F56B6.2h.1, Transcript_F56B6.2i.1, Transcript_F56B6.2j.1, Transcript_Y59E1A.2.1, Transcript_ZC53.7.1	Transcript_CBG14233a.1	transcript_QX1410.17692.8	1	1	1	COMPLETE	X	9163389	9178541	+	X	8668894	8684669	+	X	8993988	9009693	+
OG0000239	g4649.t3	Transcript_C46E10.8.1, Transcript_W03C9.4a.1, Transcript_W03C9.4b.1, Transcript_W03C9.4c.1, Transcript_W03C9.4d.1, Transcript_W03C9.4e.1, Transcript_W03C9.4f.1, Transcript_W03C9.4g.1, Transcript_W03C9.4h.1, Transcript_W03C9.4i.1, Transcript_W03C9.4j.1, Transcript_W03C9.4k.1, Transcript_W03C9.4l.1	Transcript_CBG02753.1	transcript_QX1410.11702.1	1	1	1	COMPLETE	II	8676310	8678614	+	II	8844961	8860281	+	II	8632969	8643721	+
OG0000240	g4835.t1	Transcript_F28B12.2a.1, Transcript_F28B12.2b.1, Transcript_F28B12.2b.2, Transcript_F28B12.2b.3, Transcript_F28B12.2c.1, Transcript_F28B12.2c.2, Transcript_F28B12.2d.1, Transcript_F28B12.2f.1, Transcript_F28B12.2g.1, Transcript_F28B12.2h.1, Transcript_F28B12.2i.1, Transcript_F28B12.2j.1, Transcript_F28B12.2k.1	Transcript_CBG02541.1	transcript_QX1410.32123.1	1	1	1	COMPLETE	II	9562855	9566554	-	II	9774623	9778851	-	II	9526157	9537168	-
OG0000244	g6882.t1	Transcript_Y42G9A.4a.1, Transcript_Y42G9A.4c.1, Transcript_Y42G9A.4c.2, Transcript_Y42G9A.4d.1, Transcript_Y42G9A.4e.1, Transcript_Y42G9A.4f.1, Transcript_Y42G9A.4h.1, Transcript_Y42G9A.4i.1, Transcript_Y42G9A.4k.1, Transcript_Y42G9A.4m.1, Transcript_Y42G9A.4n.1, Transcript_Y42G9A.4o.1, Transcript_Y42G9A.4p.1	Transcript_CBG21109a.1	transcript_QX1410.34310.2	1	1	1	COMPLETE	III	3361538	3382697	+	III	3306612	3323279	+	III	3384314	3400427	+
OG0000246	g7086.t2	Transcript_B0336.9a.1, Transcript_B0336.9b.1, Transcript_B0336.9b.2, Transcript_B0336.9b.3, Transcript_B0336.9b.4, Transcript_B0336.9b.5, Transcript_B0336.9b.6, Transcript_B0336.9c.1, Transcript_B0336.9c.2, Transcript_B0336.9d.1, Transcript_B0336.9e.1, Transcript_B0336.9e.2, Transcript_B0336.9e.3	Transcript_CBG09000a.1	transcript_QX1410.8069.6	1	1	1	COMPLETE	III	4404907	4407915	+	III	4337684	4340805	+	III	4414300	4417442	+
OG0000247	g8737.t1	Transcript_F13B10.1a.1, Transcript_F13B10.1a.2, Transcript_F13B10.1b.1, Transcript_F13B10.1c.1, Transcript_F13B10.1d.1, Transcript_F13B10.1d.2, Transcript_F13B10.1d.3, Transcript_F13B10.1e.1, Transcript_F13B10.1e.2, Transcript_F13B10.1e.3, Transcript_F13B10.1f.1, Transcript_F13B10.1g.1, Transcript_F13B10.1h.1	Transcript_CBG03611c.1	transcript_QX1410.9615.7	1	1	1	COMPLETE	III	11514997	11518813	+	III	11093726	11121257	+	III	11413684	11441427	+
OG0000248	g10086.t1	Transcript_D1046.1a.1, Transcript_D1046.1a.2, Transcript_D1046.1a.3, Transcript_D1046.1a.4, Transcript_D1046.1a.5, Transcript_D1046.1a.6, Transcript_D1046.1b.1, Transcript_D1046.1c.1, Transcript_D1046.1c.2, Transcript_D1046.1c.3, Transcript_D1046.1c.4, Transcript_D1046.1c.5, Transcript_D1046.1e.1	Transcript_CBG21723.1	transcript_QX1410.41834.1	1	1	1	COMPLETE	IV	4786798	4789693	-	IV	4731734	4736471	-	IV	4642978	4647740	-
OG0000249	g14863.t2	Transcript_T27F2.2a.1, Transcript_T27F2.2b.1, Transcript_T27F2.2c.1, Transcript_T27F2.2d.1, Transcript_T27F2.2e.1, Transcript_T27F2.2f.1, Transcript_T27F2.2g.1, Transcript_T27F2.2h.1, Transcript_T27F2.2i.1, Transcript_T27F2.2j.1, Transcript_T27F2.2k.1, Transcript_T27F2.2l.1, Transcript_T27F2.2m.1	Transcript_CBG23298b.1	transcript_QX1410.2050.3	1	1	1	COMPLETE	V	9602409	9608043	-	V	9200948	9207140	-	V	9388860	9395069	-
OG0000250	g15114.t1	Transcript_C29A12.4a.1, Transcript_C29A12.4b.1, Transcript_C29A12.4c.1, Transcript_C29A12.4d.1, Transcript_C29A12.4e.1, Transcript_C29A12.4f.1, Transcript_C29A12.4g.1, Transcript_C29A12.4h.1, Transcript_C29A12.4i.1, Transcript_C29A12.4j.1, Transcript_C29A12.4k.1, Transcript_C29A12.4l.1, Transcript_C29A12.4m.1	Transcript_CBG09719b.1	transcript_QX1410.2276.9	1	1	1	COMPLETE	V	10614728	10635538	-	V	10207797	10228606	-	V	10396430	10417538	-
OG0000253	g17065.t1	Transcript_Y51A2D.19a.1, Transcript_Y51A2D.19b.1, Transcript_Y51A2D.19c.1, Transcript_Y51A2D.19d.1, Transcript_Y51A2D.19e.1, Transcript_Y51A2D.19f.1, Transcript_Y51A2D.19g.1, Transcript_Y51A2D.19h.1, Transcript_Y51A2D.19i.1, Transcript_Y51A2D.19j.1, Transcript_Y51A2D.19k.1, Transcript_Y51A2D.19l.1, Transcript_Y51A2D.19m.1	Transcript_CBG12923d.1	transcript_QX1410.26929.1	1	1	1	COMPLETE	V	19085287	19100352	-	V	18392310	18407784	+	V	18955278	18970702	-
OG0000254	g18262.t1	Transcript_F58A3.2a.1, Transcript_F58A3.2a.2, Transcript_F58A3.2a.3, Transcript_F58A3.2a.4, Transcript_F58A3.2a.5, Transcript_F58A3.2a.6, Transcript_F58A3.2b.1, Transcript_F58A3.2f.1, Transcript_F58A3.2g.1, Transcript_F58A3.2h.1, Transcript_F58A3.2l.1, Transcript_F58A3.2n.1, Transcript_F58A3.2p.1	Transcript_CBG17516c.1	transcript_QX1410.37918.2	1	1	1	COMPLETE	X	5831916	5839169	-	X	5762652	5769904	-	X	5807414	5814997	-
OG0000273	g560.t2	Transcript_W05F2.4a.1, Transcript_W05F2.4b.1, Transcript_W05F2.4d.1, Transcript_W05F2.4e.1, Transcript_W05F2.4f.1, Transcript_W05F2.4g.1, Transcript_W05F2.4h.1, Transcript_W05F2.4i.1, Transcript_W05F2.4j.1, Transcript_W05F2.4k.1, Transcript_W05F2.4l.1, Transcript_W05F2.4m.1	Transcript_CBG14951a.1	transcript_QX1410.13856.3	1	1	1	COMPLETE	I	3556986	3572320	-	I	3651617	3666949	-	I	3639278	3654925	-
OG0000277	g3368.t1	Transcript_B0286.4a.1, Transcript_B0286.4b.1, Transcript_B0286.4c.1, Transcript_B0286.4c.2, Transcript_B0286.4c.3, Transcript_B0286.4c.4, Transcript_B0286.4c.5, Transcript_B0286.4c.6, Transcript_B0286.4c.7, Transcript_B0286.4c.8, Transcript_B0286.4c.9, Transcript_B0286.4d.1	Transcript_CBG03676.1	transcript_QX1410.30619.1	1	1	1	COMPLETE	II	2390086	2397799	-	II	2383755	2392633	-	II	2354456	2363279	-
OG0000279	g4465.t1	Transcript_T06D8.1a.1, Transcript_T06D8.1b.1, Transcript_T06D8.1c.1, Transcript_T06D8.1d.1, Transcript_T06D8.1e.1, Transcript_T06D8.1f.1, Transcript_T06D8.1g.1, Transcript_T06D8.1h.1, Transcript_T06D8.1i.1, Transcript_T06D8.1j.1, Transcript_T06D8.1k.1, Transcript_T06D8.1l.1	Transcript_CBG02948b.1	transcript_QX1410.31738.6	1	1	1	COMPLETE	II	7885918	7907654	+	II	8061737	8082950	+	II	7850818	7872784	+
OG0000286	g10115.t1	Transcript_C10C5.1a.1, Transcript_C10C5.1b.1, Transcript_C10C5.1c.1, Transcript_C10C5.1d.1, Transcript_C10C5.1e.1, Transcript_C10C5.1f.1, Transcript_C10C5.1g.1, Transcript_C10C5.1h.1, Transcript_C10C5.1i.1, Transcript_C10C5.1j.1, Transcript_C10C5.1k.1, Transcript_C10C5.1l.1	Transcript_CBG21689a.1	transcript_QX1410.41865.3	1	1	1	COMPLETE	IV	4890126	4914645	-	IV	4844649	4869167	-	IV	4747751	4772744	-
OG0000287	g10995.t1	Transcript_T12G3.2a.1, Transcript_T12G3.2a.2, Transcript_T12G3.2a.3, Transcript_T12G3.2a.4, Transcript_T12G3.2b.1, Transcript_T12G3.2b.2, Transcript_T12G3.2b.3, Transcript_T12G3.2c.1, Transcript_T12G3.2c.2, Transcript_T12G3.2c.3, Transcript_T12G3.2d.1, Transcript_T12G3.2f.1	Transcript_CBG06214.1	transcript_QX1410.5894.2	1	1	1	COMPLETE	IV	9106220	9109691	-	IV	9058730	9062852	-	IV	8919015	8922923	-
OG0000298	g15525.t2	Transcript_W06H8.1a.1, Transcript_W06H8.1b.1, Transcript_W06H8.1c.1, Transcript_W06H8.1d.1, Transcript_W06H8.1e.1, Transcript_W06H8.1f.1, Transcript_W06H8.1f.2, Transcript_W06H8.1f.3, Transcript_W06H8.1f.4, Transcript_W06H8.1g.1, Transcript_W06H8.1h.1, Transcript_W06H8.1i.1	Transcript_CBG18887a.1	transcript_QX1410.2665.2	1	1	1	COMPLETE	V	12349252	12355298	+	V	11945289	11952070	+	V	12145063	12151561	+
OG0000301	g19231.t1	Transcript_C45B2.4a.1, Transcript_C45B2.4b.1, Transcript_C45B2.4c.1, Transcript_C45B2.4d.1, Transcript_C45B2.4e.1, Transcript_C45B2.4f.1, Transcript_C45B2.4g.1, Transcript_C45B2.4h.1, Transcript_C45B2.4i.1, Transcript_C45B2.4j.1, Transcript_C45B2.4k.1, Transcript_C45B2.4m.1	Transcript_CBG14823a.1	transcript_QX1410.18147.4	1	1	1	COMPLETE	X	11765721	11771720	+	X	11485080	11491393	+	X	11595372	11601627	+
OG0000302	g19791.t4	Transcript_H20J18.1a.1, Transcript_H20J18.1a.2, Transcript_H20J18.1a.3, Transcript_H20J18.1b.1, Transcript_H20J18.1c.1, Transcript_H20J18.1d.1, Transcript_H20J18.1e.1, Transcript_H20J18.1f.1, Transcript_H20J18.1f.2, Transcript_H20J18.1g.1, Transcript_H20J18.1h.1, Transcript_H20J18.1h.2	Transcript_CBG00115b.1	transcript_QX1410.39547.8	1	1	1	COMPLETE	X	14822168	14834244	+	X	14433961	14454052	+	X	14653341	14666263	+
OG0000318	g702.t4	Transcript_F08A10.1a.1, Transcript_F08A10.1b.1, Transcript_F08A10.1c.1, Transcript_F08A10.1d.1, Transcript_F08A10.1e.1, Transcript_F08A10.1f.1, Transcript_F08A10.1f.2, Transcript_F08A10.1h.1, Transcript_F08A10.1i.1, Transcript_F08A10.1j.1, Transcript_F08A10.1k.1	Transcript_CBG25261a.1	transcript_QX1410.27854.3	1	1	1	COMPLETE	I	4075186	4109880	-	I	4184763	4223407	-	I	4165027	4200456	-
OG0000320	g2174.t2	Transcript_R13H8.1a.1, Transcript_R13H8.1b.1, Transcript_R13H8.1c.1, Transcript_R13H8.1d.1, Transcript_R13H8.1e.1, Transcript_R13H8.1f.1, Transcript_R13H8.1h.1, Transcript_R13H8.1i.1, Transcript_R13H8.1k.1, Transcript_R13H8.1l.1, Transcript_R13H8.1m.1	Transcript_CBG12825e.1	transcript_QX1410.15374.1	1	1	1	COMPLETE	I	10483173	10485680	+	I	10521714	10525759	+	I	10527487	10529994	+
OG0000322	g3554.t2	Transcript_M110.5a.1, Transcript_M110.5a.2, Transcript_M110.5b.1, Transcript_M110.5c.1, Transcript_M110.5d.1, Transcript_M110.5d.2, Transcript_M110.5e.1, Transcript_M110.5e.2, Transcript_M110.5f.1, Transcript_M110.5g.1, Transcript_M110.5h.1	Transcript_CBG00708.1	transcript_QX1410.30811.2	1	1	1	COMPLETE	II	3456439	3458817	+	II	3539886	3543844	+	II	3419647	3422667	+
OG0000323	g4019.t1	Transcript_E04F6.11a.1, Transcript_E04F6.11a.2, Transcript_E04F6.11a.3, Transcript_E04F6.11a.4, Transcript_E04F6.11c.1, Transcript_E04F6.11d.1, Transcript_E04F6.11e.1, Transcript_E04F6.11f.1, Transcript_E04F6.11g.1, Transcript_E04F6.11h.1, Transcript_E04F6.11i.1	Transcript_CBG13104.1	transcript_QX1410.11095.2	1	1	1	COMPLETE	II	5778241	5785993	-	II	5901771	5909578	-	II	5743041	5751289	-
OG0000324	g4412.t1	Transcript_C52A11.3.1, Transcript_C52A11.4a.1, Transcript_C52A11.4c.1, Transcript_C52A11.4d.1, Transcript_C52A11.4e.1, Transcript_C52A11.4f.1, Transcript_C52A11.4g.1, Transcript_C52A11.4h.1, Transcript_C52A11.4i.1, Transcript_C52A11.4j.1, Transcript_F16G10.5.1	Transcript_CBG03011b.1	transcript_QX1410.31681.4	1	1	1	COMPLETE	II	7593477	7631824	+	II	7772567	7806896	+	II	7558835	7597787	+
OG0000331	g6754.t1	Transcript_Y67D2.4a.1, Transcript_Y67D2.4b.1, Transcript_Y67D2.4b.2, Transcript_Y67D2.4b.3, Transcript_Y67D2.4b.4, Transcript_Y67D2.4b.5, Transcript_Y67D2.4b.6, Transcript_Y67D2.4b.7, Transcript_Y67D2.4b.8, Transcript_Y67D2.4b.9, Transcript_Y67D2.4c.1	Transcript_CBG11721.1	transcript_QX1410.7745.1	1	1	1	COMPLETE	III	2260024	2266402	-	III	2303142	2309519	-	III	2287547	2293934	-
OG0000335	g9615.t2	Transcript_Y57G11C.24a.1, Transcript_Y57G11C.24d.1, Transcript_Y57G11C.24e.1, Transcript_Y57G11C.24g.1, Transcript_Y57G11C.24i.1, Transcript_Y57G11C.24j.1, Transcript_Y57G11C.24k.1, Transcript_Y57G11C.24l.1, Transcript_Y57G11C.24m.1, Transcript_Y57G11C.24n.1, Transcript_Y57G11C.24o.1	Transcript_CBG13858b.1	transcript_QX1410.41331.2	1	1	1	COMPLETE	IV	1655571	1674782	-	IV	1704086	1723917	-	IV	1677026	1696889	-
OG0000338	g10076.t1	Transcript_C53B4.4a.1, Transcript_C53B4.4b.1, Transcript_C53B4.4d.1, Transcript_C53B4.4e.1, Transcript_C53B4.4f.1, Transcript_C53B4.4g.1, Transcript_C53B4.4h.1, Transcript_C53B4.4i.1, Transcript_C53B4.4j.1, Transcript_C53B4.4k.1, Transcript_C53B4.4l.1	Transcript_CBG21734b.1	transcript_QX1410.41822.2	1	1	1	COMPLETE	IV	4690271	4700458	-	IV	4633536	4643970	-	IV	4545990	4556899	-
OG0000339	g10803.t4	Transcript_F36H1.4a.1, Transcript_F36H1.4b.1, Transcript_F36H1.4b.2, Transcript_F36H1.4b.3, Transcript_F36H1.4c.1, Transcript_F36H1.4d.1, Transcript_F36H1.4e.1, Transcript_F36H1.4f.1, Transcript_F36H1.4g.1, Transcript_F36H1.4h.1, Transcript_F36H1.4h.2	Transcript_CBG05996.1	transcript_QX1410.5699.8	1	1	1	COMPLETE	IV	8318246	8321467	+	IV	7334025	7337317	-	IV	8114165	8118120	+
OG0000340	g10928.t1	Transcript_M04B2.7a.1, Transcript_M04B2.7b.1, Transcript_M04B2.7b.2, Transcript_M04B2.7c.1, Transcript_M04B2.7d.1, Transcript_M04B2.7f.1, Transcript_M04B2.7g.1, Transcript_M04B2.7h.1, Transcript_M04B2.7i.1, Transcript_M04B2.7j.1, Transcript_M04B2.7k.1	Transcript_CBG26310a.1	transcript_QX1410.42720.2	1	1	1	COMPLETE	IV	8770746	8772975	+	IV	8705491	8724763	+	IV	8566762	8585731	+
OG0000341	g11121.t4	Transcript_Y67D8A.2a.1, Transcript_Y67D8A.2b.1, Transcript_Y67D8A.2d.1, Transcript_Y67D8A.2e.1, Transcript_Y67D8A.2f.1, Transcript_Y67D8A.2g.1, Transcript_Y67D8A.2h.1, Transcript_Y67D8A.2i.1, Transcript_Y67D8A.2j.1, Transcript_Y67D8A.2k.1, Transcript_Y67D8A.2l.1	Transcript_CBG03382.1	transcript_QX1410.42926.1	1	1	1	COMPLETE	IV	9640354	9651757	-	IV	9599330	9610732	-	IV	9450204	9462963	-
OG0000343	g11757.t1	Transcript_R11A8.7a.1, Transcript_R11A8.7b.1, Transcript_R11A8.7c.1, Transcript_R11A8.7d.1, Transcript_R11A8.7e.1, Transcript_R11A8.7f.1, Transcript_R11A8.7g.1, Transcript_R11A8.7h.1, Transcript_R11A8.7h.2, Transcript_R11A8.7i.1, Transcript_R11A8.7j.1	Transcript_CBG24701a.1	transcript_QX1410.43583.5	1	1	1	COMPLETE	IV	12276681	12287280	+	IV	12283221	12294059	-	IV	12081587	12092971	+
OG0000348	g15196.t1	Transcript_AC3.3.1, Transcript_AC3.4.1, Transcript_F19G12.7.1, Transcript_Y105C5A.3.1, Transcript_Y105C5A.4.1, Transcript_Y105C5A.5.1, Transcript_Y105C5A.6.1, Transcript_Y5H2A.3.1, Transcript_Y5H2A.4.1, Transcript_Y73F8A.8.1, Transcript_Y73F8A.9.1	Transcript_CBG09623.1	transcript_QX1410.24927.1	1	1	1	COMPLETE	V	10945412	10946849	+	V	10540669	10542226	+	V	10727356	10728925	+
OG0000349	g15521.t1	Transcript_F12F3.1a.1, Transcript_F12F3.1a.2, Transcript_F12F3.1a.3, Transcript_F12F3.1a.4, Transcript_F12F3.1a.5, Transcript_F12F3.1a.6, Transcript_F12F3.1a.7, Transcript_F12F3.1a.8, Transcript_F12F3.1b.1, Transcript_F12F3.1c.1, Transcript_F12F3.1d.1	Transcript_CBG09245.1	transcript_QX1410.2662.3	1	1	1	COMPLETE	V	12250343	12252814	+	V	11874411	11883367	+	V	12030381	12032957	+
OG0000354	g18465.t4	Transcript_F21A10.2a.1, Transcript_F21A10.2a.2, Transcript_F21A10.2a.3, Transcript_F21A10.2a.4, Transcript_F21A10.2a.5, Transcript_F21A10.2a.6, Transcript_F21A10.2a.7, Transcript_F21A10.2b.1, Transcript_F21A10.2c.1, Transcript_F21A10.2d.1, Transcript_F21A10.2e.1	Transcript_CBG17173.3	transcript_QX1410.17396.2	1	1	1	COMPLETE	X	7396391	7411849	+	X	7108194	7117086	+	X	7249993	7266233	+
OG0000355	g19161.t1	Transcript_T22B7.1a.1, Transcript_T22B7.1a.2, Transcript_T22B7.1a.3, Transcript_T22B7.1b.1, Transcript_T22B7.1b.2, Transcript_T22B7.1b.3, Transcript_T22B7.1c.1, Transcript_T22B7.1d.1, Transcript_T22B7.1d.2, Transcript_T22B7.1e.1, Transcript_T22B7.1f.1	Transcript_CBG14721a.1	transcript_QX1410.18082.5	1	1	1	COMPLETE	X	11327147	11332378	+	X	10965032	10975190	+	X	11152579	11162744	+
OG0000356	g19662.t3	Transcript_C14F5.3a.1, Transcript_C14F5.3a.2, Transcript_C14F5.3b.1, Transcript_C14F5.3c.1, Transcript_C14F5.3c.2, Transcript_C14F5.3c.3, Transcript_C14F5.3c.4, Transcript_C14F5.3d.1, Transcript_C14F5.3e.1, Transcript_C14F5.3f.1, Transcript_C14F5.3f.2	Transcript_CBG16852b.1	transcript_QX1410.18550.5	1	1	1	COMPLETE	X	14036634	14041090	-	X	13658659	13664811	-	X	13866767	13873315	-
OG0000358	g20522.t2	Transcript_R07D5.1a.1, Transcript_R07D5.1a.2, Transcript_R07D5.1b.1, Transcript_R07D5.1c.1, Transcript_R07D5.1d.1, Transcript_R07D5.1e.1, Transcript_R07D5.1f.1, Transcript_R07D5.1g.1, Transcript_R07D5.1h.1, Transcript_R07D5.1i.1, Transcript_R07D5.1j.1	Transcript_CBG07625d.1	transcript_QX1410.19360.4	1	1	1	COMPLETE	X	19029703	19034439	-	X	18311200	18330276	-	X	18778407	18798330	-
OG0000367	g11110.t2	Transcript_Y67D8C.10a.1, Transcript_Y67D8C.10a.2, Transcript_Y67D8C.10a.3, Transcript_Y67D8C.10a.4, Transcript_Y67D8C.10b.1, Transcript_Y67D8C.10b.2, Transcript_Y67D8C.10b.3, Transcript_Y67D8C.10b.4, Transcript_Y67D8C.10c.1, Transcript_Y67D8C.10d.1	Transcript_CBG03371c.1	transcript_QX1410.42917.4	1	1	1	COMPLETE	IV	9584199	9591855	-	IV	9543177	9550832	-	IV	9394454	9404151	-
OG0000375	g520.t1	Transcript_M01E11.7a.1, Transcript_M01E11.7b.1, Transcript_M01E11.7c.1, Transcript_M01E11.7c.2, Transcript_M01E11.7c.3, Transcript_M01E11.7d.1, Transcript_M01E11.7e.1, Transcript_M01E11.7f.1, Transcript_M01E11.7g.1, Transcript_M01E11.7h.1	Transcript_CBG14907a.1	transcript_QX1410.13817.2	1	1	1	COMPLETE	I	3384745	3410301	+	I	3471634	3498317	+	I	3467364	3493295	+
